frame,layout_fibers,paint_fibers,paint_replayed,prepaint_fibers,prepaint_replayed,mutated_segments,total_segments,hitboxes,hitboxes_rebuilt,upload_bytes,quads,mono_sprites,poly_sprites,reconcile_us,layout_us,prepaint_us,paint_us,total_us
598,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,174,0,5,11,194
599,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,498,4,11,737
600,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,3,9,160
601,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,131,403,4,9,605
602,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,372,4,10,608
603,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,374,4,10,592
604,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,0,3,8,158
605,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,394,4,9,614
606,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,0,3,9,168
607,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,0,4,9,167
608,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,0,3,9,169
609,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,469,4,12,712
610,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,189,423,6,13,698
611,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,407,4,10,639
612,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,199,464,5,11,743
613,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,318,4,10,529
614,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,148,325,4,9,553
615,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,0,3,8,163
616,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,444,4,10,666
617,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,193,0,7,13,218
618,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,642,6,13,910
619,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,181,0,6,12,203
620,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,411,5,11,660
621,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,236,0,5,11,257
622,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,510,4,11,746
623,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,0,5,11,174
624,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,433,4,11,646
625,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,130,0,3,9,147
626,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,130,342,3,9,543
627,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,145,428,4,10,649
628,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,0,5,11,178
629,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,0,3,9,143
630,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,131,435,3,9,636
631,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,126,0,3,8,141
632,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,0,3,8,147
633,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,0,3,8,153
634,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,147,0,3,8,163
635,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,458,4,9,681
636,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,0,5,11,186
637,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,454,3,10,669
638,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,357,3,9,585
639,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,430,6,12,679
640,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,183,459,6,13,731
641,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,498,5,14,769
642,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,199,475,6,13,755
643,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,505,5,13,755
644,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,173,495,6,13,744
645,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,179,0,8,14,205
646,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,206,576,8,14,859
647,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,174,492,6,13,736
648,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,165,499,6,12,732
649,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,464,7,14,700
650,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,0,5,10,179
651,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,549,6,13,782
652,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,173,427,5,12,667
653,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,133,313,4,10,512
654,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,338,4,10,543
655,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,0,3,9,157
656,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,0,4,10,163
657,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,685,7,14,943
658,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,442,4,12,669
659,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,180,0,4,9,197
660,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,506,5,11,723
661,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,165,0,5,11,185
662,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,201,555,5,12,825
663,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,0,4,10,176
664,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,148,0,5,11,168
665,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,756,8,15,994
666,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,445,6,12,674
667,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,147,402,6,12,619
668,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,145,344,5,12,555
669,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,145,339,4,10,545
670,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,453,5,13,685
671,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,451,5,11,662
672,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,360,5,11,578
673,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,322,4,9,511
674,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,130,328,4,9,518
675,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,0,4,10,151
676,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,513,6,12,728
677,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,464,5,13,676
678,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,167,0,7,12,191
679,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,136,526,5,12,728
680,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,329,5,11,534
681,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,121,312,3,9,494
682,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,416,5,11,633
683,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,187,329,4,9,577
684,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,134,0,3,8,149
685,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,117,317,3,8,492
686,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,124,297,3,8,479
687,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,0,5,10,177
688,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,0,4,9,166
689,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,709,6,12,945
690,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,346,5,11,568
691,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,136,359,4,9,558
692,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,388,5,11,618
693,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,384,4,10,610
694,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,310,4,9,509
695,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,350,3,10,549
696,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,171,0,5,10,190
697,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,657,6,13,899
698,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,349,4,10,561
699,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,352,4,9,552
700,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,0,5,10,183
701,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,145,535,5,12,751
702,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,423,4,11,648
703,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,438,6,12,666
704,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,348,4,10,554
705,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,523,11,18,744
706,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,180,597,11,19,871
707,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,185,473,9,17,742
708,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,191,504,8,15,776
709,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,173,0,7,12,196
710,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,518,5,12,749
711,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,414,6,13,650
712,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,185,443,7,14,709
713,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,439,5,12,675
714,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,407,6,13,657
715,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,383,5,11,611
716,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,174,0,5,11,194
717,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,156,489,6,12,722
718,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,0,5,11,205
719,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,537,6,13,779
720,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,384,6,13,619
721,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,182,386,6,13,642
722,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,170,347,5,11,587
723,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,0,4,9,156
724,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,142,342,4,9,555
725,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,368,4,10,583
726,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,361,4,10,583
727,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,362,4,10,580
728,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,306,3,9,513
729,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,321,3,8,534
730,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,346,5,11,587
731,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,328,3,9,539
732,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,176,453,6,12,708
733,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,341,4,11,571
734,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,0,4,9,166
735,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,401,4,9,616
736,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,384,4,10,623
737,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,207,0,8,14,233
738,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,175,543,5,11,798
739,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,369,4,10,590
740,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,171,0,5,10,190
741,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,145,400,4,10,623
742,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,378,4,10,616
743,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,179,0,5,10,198
744,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,186,459,6,12,728
745,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,222,395,5,11,696
746,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,176,432,5,12,683
747,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,148,381,4,11,599
748,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,375,4,10,600
749,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,437,5,12,672
750,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,300,3,9,487
751,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,384,5,12,606
752,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,384,4,11,606
753,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,0,3,8,142
754,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,133,416,5,10,613
755,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,133,304,5,13,510
756,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,366,6,11,588
757,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,353,4,11,562
758,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,381,6,11,610
759,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,131,301,4,9,494
760,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,134,303,4,9,498
761,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,134,357,4,9,551
762,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,430,5,11,651
763,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,169,489,7,13,731
764,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,169,468,8,15,712
765,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,165,463,7,13,705
766,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,350,5,12,571
767,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,0,7,13,188
768,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,0,8,13,197
769,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,595,6,13,828
770,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,191,492,7,13,753
771,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,147,362,4,11,574
772,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,405,5,11,617
773,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,148,329,5,11,543
774,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,350,4,10,556
775,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,178,0,5,11,198
776,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,478,5,12,704
777,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,0,8,14,186
778,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,162,609,6,13,840
779,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,135,353,4,11,561
780,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,328,3,9,522
781,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,427,5,12,643
782,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,136,0,3,10,152
783,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,510,6,12,730
784,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,529,8,16,766
785,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,169,443,5,12,681
786,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,411,7,13,654
787,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,199,0,11,17,230
788,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,175,565,7,16,815
789,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,184,509,10,18,775
790,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,178,512,8,15,763
791,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,331,6,13,551
792,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,309,6,12,528
793,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,129,330,4,10,527
794,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,363,5,11,570
795,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,145,379,6,12,592
796,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,386,5,12,601
797,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,0,5,11,174
798,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,552,6,12,779
799,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,316,5,10,507
800,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,123,296,4,9,479
801,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,327,4,9,527
802,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,391,5,10,612
803,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,124,327,4,11,514
804,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,118,300,3,8,477
805,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,111,296,3,9,466
806,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,374,4,10,572
807,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,170,380,4,9,610
808,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,165,406,5,11,636
809,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,370,5,12,585
810,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,134,307,4,10,504
811,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,135,331,3,10,526
812,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,405,5,10,619
813,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,294,3,9,482
814,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,5,10,162
815,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,120,363,3,9,543
816,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,121,292,3,9,471
817,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,403,4,10,610
818,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,146,378,10,10,594
819,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,378,4,11,584
820,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,418,4,11,635
821,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,423,5,12,643
822,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,416,5,11,637
823,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,130,303,4,9,493
824,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,415,6,12,640
825,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,0,5,10,160
826,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,0,6,12,164
827,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,171,748,8,16,1005
828,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,175,400,5,12,653
829,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,353,4,10,571
830,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,328,4,9,540
831,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,0,4,9,158
832,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,178,490,6,13,749
833,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,412,5,12,652
834,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,179,426,6,13,687
835,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,166,0,5,11,186
836,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,175,482,5,12,738
837,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,392,7,14,621
838,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,365,5,10,583
839,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,125,315,4,10,516
840,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,180,367,5,12,615
841,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,165,434,5,11,664
842,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,402,5,11,631
843,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,204,428,6,13,703
844,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,161,394,6,11,625
845,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,348,4,12,565
846,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,186,405,11,13,662
847,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,382,5,11,606
848,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,322,4,10,543
849,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,0,4,10,163
850,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,127,349,4,9,538
851,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,129,316,4,10,506
852,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,172,427,6,12,667
853,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,421,6,13,642
854,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,149,402,6,12,620
855,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,137,368,6,12,570
856,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,171,472,7,14,715
857,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,327,535,8,16,953
858,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,185,393,6,13,664
859,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,0,5,17,187
860,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,148,475,4,11,697
861,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,177,488,7,14,749
862,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,379,5,12,622
863,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,158,380,4,11,617
864,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,157,0,4,10,176
865,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,160,452,6,13,694
866,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,152,0,4,10,171
867,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,132,411,4,10,617
868,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,0,4,9,160
869,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,163,0,3,8,178
870,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,433,4,9,661
871,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,357,4,10,575
872,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,169,0,4,10,187
873,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,145,456,4,9,684
874,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,156,386,4,10,623
875,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,151,381,4,10,614
876,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,188,0,6,13,212
877,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,144,500,4,11,722
878,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,411,4,11,644
879,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,138,320,3,9,526
880,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,141,361,3,10,570
881,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,147,338,4,10,560
882,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,143,0,3,9,160
883,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,203,562,9,16,854
884,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,164,0,5,11,184
885,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,155,512,6,13,742
886,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,153,372,4,9,591
887,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,171,0,7,12,194
888,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,159,478,6,12,706
889,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,154,424,5,12,642
890,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,186,480,6,13,738
891,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,189,503,7,14,764
892,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,188,487,6,19,752
893,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,185,470,6,12,724
894,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,170,365,5,11,600
895,0,5,5,5,5,5,2180,1056,false,219216,363,972,0,140,0,5,10,158
896,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,150,466,5,12,685
897,47,5,5,5,5,5,2180,1056,false,219216,363,972,0,176,449,6,14,697
